CHR,POS,p_value,effect_size
1,8180577,1.6364017029393053e-06,-0.01494632002061
1,14174981,3.094896589923247e-07,0.1660771562858464
1,17021610,5.501374019403432e-07,2.2706429014883933
1,17660752,1.5714522655020136e-06,1.135515965425815
1,17661095,1.1642517345440504e-06,0.1582035144962562
1,20008996,2.5122570395768305e-06,11.592296602663795
1,24115137,1.3163670348196737e-07,8.970913409657838
1,29467437,5.515550221728762e-10,0.205022770041075
2,4341123,2.1023163010227468e-08,0.0882573697381889
2,5315038,2.0617128481207976e-06,0.1864910066975336
2,6272491,1.8971085989609977e-06,0.3266271181671362
2,6941590,2.346206299413415e-09,0.5808967723511357
2,8253416,5.379871224059908e-09,4.331751896760576
2,9350543,1.9758363050064714e-06,0.1787526195607445
2,9545547,3.045183019446998e-06,-0.074477510118165
2,11077488,1.0927693830571916e-08,0.2323780025804528
2,17641784,3.253333973580531e-07,-0.5893870393090648
2,17643334,1.4725498036054346e-09,-0.4830836896238361
2,18280623,5.706342965863957e-07,0.0144011464927617
2,18608824,1.7799654598898266e-06,0.2647943513020403
3,3285892,2.3725433040243176e-06,0.0802899645474375
3,4779688,6.204084720238831e-07,0.1736959086096554
3,16886226,1.2967411253206354e-07,0.1114887358403691
4,231780,7.505648441463601e-08,0.4806307239944864
4,816210,2.446825421019307e-07,8.273566824201247
4,6336023,9.179247508759407e-11,1.126639145240271
5,3599001,1.7186898164729818e-07,5.00005534270333
5,17409524,2.142698305736184e-06,0.5314030450334223
