CHR,POS,p_value,effect_size
1,3076582,1.759715636550482e-15,-0.0277124993034676
1,4189355,7.493423866831235e-07,-0.0385039216273344
1,6305966,7.20543809449383e-07,-0.0167364547231589
1,8432179,6.85859596712482e-07,-0.0080109548338912
1,12877107,2.982737663902792e-08,-0.0892231986762024
1,24619837,4.202340864133819e-08,-0.0244833115555944
1,29260562,1.6903466211512229e-06,-0.0293907146309455
2,2026162,2.04744807018059e-06,0.00046708980227
2,8810739,1.182875603923022e-13,-0.0698965607866689
2,12225842,8.818319015409337e-09,0.0045499612000432
2,18804350,4.611610063113857e-07,-0.6622084655811332
2,18807538,1.9392026478360026e-18,-0.0049021904850054
3,1653264,6.802263757693234e-08,-0.0300617090345159
3,3137362,6.507258006352531e-10,-0.1001501220874561
3,6616352,3.2785286873348795e-09,-0.0319932662879723
3,7734396,4.595579550418689e-07,0.0163766805784757
3,19581113,3.816360851036504e-07,-0.0045187288436276
3,21177423,9.528124918308395e-11,-0.0356194528800747
3,21444321,2.853597955977561e-14,-0.1615711024042616
3,22120969,1.8220565971199905e-07,-0.0562156530316798
4,259028,1.1649060076266572e-07,-0.018449203724572
4,6836106,9.628746931881835e-07,-0.0072317024398721
4,9601451,7.403988961538269e-07,-0.0202228261060177
4,9906848,8.706168024689026e-07,0.0240623528669569
4,16152926,1.6566866588363043e-09,-0.0095053123953075
4,16445208,4.105629501024002e-07,-0.1556889805833485
5,72392,9.347499484886697e-08,-0.1313799067988202
5,77116,3.307520781172525e-07,-0.087569514313103
5,1853432,1.950140942355698e-06,0.0127620812463843
5,1892714,1.7979833520773583e-09,-0.2555812378376185
5,3173497,3.1319113917195717e-18,0.0020783710709374
5,9036018,3.902397277378803e-12,0.0121120478739085
5,20011879,2.501681433496412e-07,-0.0009176613389276
5,22369095,3.6409948404807795e-08,-0.0102638894949544
5,23295964,9.562859366095449e-07,-0.2215621042801292
5,24502482,4.6771186888232465e-09,-0.0463315434384368
5,24964700,1.6145664217396743e-06,-0.073911921471783
5,25318752,3.5857676040508214e-24,-0.066929787564892
5,26871891,8.002963295561434e-07,-0.0039387679698914
5,26939159,3.626015537468345e-09,-0.017292141938207
